0,0,0.8,0.2
0,0.02,0.81,0.17
0,0.01,0.75,0.24
0,0.04,0.74,0.23
0,0.01,0.79,0.2
0,0.01,0.68,0.31
0,0.02,0.75,0.23
0,0.01,0.8,0.19
0.01,0,0.77,0.21
0,0.01,0.75,0.24
